return period,return value,lower ci,upper ci
2.0,7.792821146287972,6.9959999407365965,8.999574038516608
5.0,8.930088491540955,7.9812854914236055,10.38370643324372
10.0,9.787348108707063,8.723054695244718,11.427752350390278
25.0,10.918865361873014,9.700710679065443,12.806750322654558
50.0,11.77422305828527,10.439563720261887,13.849231373682802
100.0,12.629344041047702,11.177439526188502,14.892572458828623
