importance,stddev,p_value,n,p99_high,p99_low
0.07174977682378629,0.014504766330154831,0.00018995036618064455,5,0.10161529117475065,0.041884262472821926
0.061446822051984686,0.021619578907221926,0.0015706715284621278,5,0.10596183383629039,0.01693181026767898
0.04720998681394715,0.011034041873430451,0.0003334236691323686,5,0.06992923153800615,0.02449074208988814
0.042494732111934976,0.009900884716615354,0.00032941161204164566,5,0.06288079058821539,0.022108673635654566
0.035293744763616595,0.008675949536371767,0.0004049978607533328,5,0.053157644773372065,0.01742984475386113
0.03219368624183958,0.013378696937299895,0.002882894718530478,5,0.05974060814898263,0.004646764334696532
0.027826106006342166,0.005994422869002383,0.00024319518272472945,5,0.04016870554534685,0.015483506467337484
0.026418114337717437,0.008122461000763637,0.0009494594505988039,5,0.04314237380263122,0.00969385487280365
-0.020213983806215884,0.007463144227275208,0.9981242306590333,5,-0.004847266690640999,-0.03558070092179077
